,,Gund Bus-A 15 Min Block Demand - kVA,Gund Bus-A Current Phase A - Amps,Gund Bus-A Current Phase B - Amps,Gund Bus-A Current Phase C - Amps,Gund Bus-A Current Phase N - Amps,Gund Bus-A Energy - kWh,Gund Bus-A Frequency - Hertz,Gund Bus-A Max Monthly Demand - kW,Gund Bus-A Power Apparent - kVA,Gund Bus-A Power Reactive - kVAR,Gund Bus-A Power Real - kW,Gund Bus-A True Power Factor - PF,Gund Bus-A Voltage AB - Volts,Gund Bus-A Voltage AN - Volts,Gund Bus-A Voltage BC - Volts,Gund Bus-A Voltage BN - Volts,Gund Bus-A Voltage CA - Volts,Gund Bus-A Voltage CN - Volts,Gund Bus-B 15 Min Block Demand - kVA,Gund Bus-B Current Phase A - Amps,Gund Bus-B Current Phase B - Amps,Gund Bus-B Current Phase C - Amps,Gund Bus-B Current Phase N - Amps,Gund Bus-B Energy - kWh,Gund Bus-B Frequency - Hertz,Gund Bus-B Max Monthly Demand - kW,Gund Bus-B Power Apparent - kVA,Gund Bus-B Power Reactive - kVAR,Gund Bus-B Power Real - kW,Gund Bus-B True Power Factor - PF,Gund Bus-B Voltage AB - Volts,Gund Bus-B Voltage AN - Volts,Gund Bus-B Voltage BC - Volts,Gund Bus-B Voltage BN - Volts,Gund Bus-B Voltage CA - Volts,Gund Bus-B Voltage CN - Volts,Gund Condensate Counter - count,Gund Condensate FlowTotal - LBS,Gund Main Demand - Tons,Gund Main Energy - Ton-Days,Gund Main FlowRate - gpm,Gund Main FlowTotal - kgal(1000),Gund Main SignalAeration - Count,Gund Main SignalStrength - Count,Gund Main SonicVelocity - Ft/Sec,Gund Main TempDelta - Deg F,Gund Main TempReturn - Deg F,Gund Main TempSupply - Deg F
1/1/2019 1:00,White,87.8,94.57,104.98,105.54,32.09,"14,333,081.98",59.99,309.09,87.84,21.45,85.06,-0.97,498.07,287.56,498.8,288.31,498.3,288.35,0,0.01,0,0,0.01,"5,269,275.00",59.99,0.02,0,0,0,-1,493.47,284.59,493.32,285.07,493.12,285.1,"251,415.85","25,141,583.54",1.45,"112,638.19",2.67,"294,212.52",0,55,"1,426.59",13.03,55.29,42.24
1/1/2019 2:00,White,87.41,93.52,104.37,105.52,30.83,"14,333,166.85",59.99,309.09,87.57,21.93,84.63,-0.97,498.38,287.68,499.21,288.5,498.6,288.51,0,0.02,0,0,0.02,"5,269,275.00",59.99,0.02,0,0,0,-1,493.71,284.66,493.62,285.18,493.3,285.3,"251,417.82","25,141,780.63",1.62,"112,638.26",3.06,"294,212.67",0,55,"1,426.48",13.16,55.33,42.23
1/1/2019 3:00,#d2e4b0,88.12,94.15,104.62,106.32,30.38,"14,333,251.72",60,309.09,87.91,21.68,85.09,-0.97,498.69,287.8,499.63,288.69,498.9,288.68,0,0.01,0,0,0.01,"5,269,275.00",59.99,0.02,0,0,0,-1,493.94,284.74,493.92,285.29,493.48,285.51,"251,421.08","25,142,099.44",1.51,"112,638.32",2.77,"294,212.83",0,55,"1,426.23",13.19,55.33,42.21
1/1/2019 4:00,White,87.81,93.63,104.51,105.55,26.85,"14,333,336.72",60,309.09,87.69,22.16,84.77,-0.97,499,287.9,500.04,288.83,499.2,288.78,0,0,0,0,0,"5,269,275.00",59.99,0.02,0,0,0,-1,494.17,284.81,494.22,285.4,493.66,285.52,"251,431.51","25,143,147.56",1.44,"112,638.39",2.68,"294,212.99",0,55,"1,425.98",13.26,55.4,42.19
1/1/2019 5:00,White,87.01,92.67,102.36,105.99,24.3,"14,333,420.85",60,309.09,86.85,22.74,83.79,-0.96,499.29,287.79,500.39,288.7,499.49,288.65,0,0,0,0,0,"5,269,275.00",60,0.02,0,0,0,-1,494.41,284.89,494.52,285.5,493.85,285.37,"251,435.35","25,143,531.54",1.48,"112,638.45",2.78,"294,213.15",0,55,"1,425.73",13.43,55.61,42.2
1/1/2019 6:00,#d2e4b0,86.45,91.96,103.85,105.06,26.5,"14,333,504.85",60,309.09,86.68,21.67,83.9,-0.97,498.99,287.65,499.9,288.52,499.2,288.49,0,0.05,0,0,0.05,"5,269,275.00",60,0.02,0,0,0,-1,494.24,284.96,494.35,285.59,493.75,285.22,"251,439.09","25,143,905.63",1.46,"112,638.52",2.65,"294,213.31",0,55,"1,425.48",13.43,55.67,42.24
1/1/2019 7:00,White,86.21,92.01,102.4,104.89,28.11,"14,333,587.98",60,309.09,86.17,21.92,83.28,-0.97,498.43,287.5,499.14,288.34,498.54,288.32,0,0.03,0,0,0.03,"5,269,275.00",60,0.02,0,0,0,-1,493.75,284.93,493.82,285.49,493.33,284.94,"251,446.51","25,144,641.90",1.56,"112,638.59",2.77,"294,213.47",0,55,"1,425.23",13.49,55.75,42.23
1/1/2019 8:00,White,86.39,91.98,104.09,103.51,24.42,"14,333,671.98",60,309.09,86.27,23.22,83.11,-0.96,497.99,287.36,498.9,288.17,498.03,288.16,0,0.02,0,0,0.02,"5,269,275.00",59.99,0.02,0,0,0,-1,493.51,284.79,493.56,285.37,493.11,284.99,"251,459.27","25,145,916.69",1.61,"112,638.66",2.86,"294,213.64",0,55,"1,424.98",13.66,56.1,42.47
1/1/2019 9:00,#d2e4b0,86.67,92.7,105.53,103.41,23.99,"14,333,755.10",60,309.09,86.92,23.82,83.57,-0.96,497.72,287.22,498.75,287.99,497.71,288,0,0.01,0,0,0.01,"5,269,275.00",59.9,0.02,0,0,0,-1,492.74,284.24,492.88,284.82,492.38,284.43,"251,470.24","25,147,016.30",1.59,"112,638.72",2.84,"294,213.82",0,55,"1,424.73",13.85,56.27,42.37
1/1/2019 10:00,White,87.08,93.41,105.96,104.74,24.56,"14,333,838.60",60,309.09,87.41,23.8,84.07,-0.96,497.45,287.08,498.25,287.82,497.41,287.84,0,0.03,0,0,0.03,"5,269,275.00",59.99,0.02,0,0,0,-1,493,284.45,493.29,285.03,492.62,284.54,"251,480.95","25,148,086.07",1.8,"112,638.79",2.94,"294,214.00",0,55,"1,424.77",14.92,56.23,41.3
1/1/2019 11:00,White,86.82,92.62,105.96,103.42,24.33,"14,333,922.35",60,309.09,86.79,23.1,83.61,-0.96,497.31,286.94,497.74,287.64,497.2,287.67,0,0,0,0,0,"5,269,275.00",59.99,0.02,0,0,0,-1,492.52,284.28,492.97,284.86,492.12,284.28,"251,491.19","25,149,110.95",2.12,"112,638.86",3.51,"294,214.18",0,55,"1,425.01",14.71,56.18,41.48
1/1/2019 12:00,#d2e4b0,113.87,132.41,143.89,145.16,30.77,"14,334,016.30",60,309.09,120.96,31.74,116.66,-0.96,497.22,286.79,497.42,287.46,497.03,287.51,0,0.02,0,0,0.02,"5,269,275.00",59.99,0.02,0,0,0,-1,492.25,284.13,492.75,284.72,491.88,284.22,"251,509.21","25,150,897.00",1.79,"112,638.94",3.03,"294,214.37",0,55,"1,425.26",14.3,55.96,41.65
1/1/2019 13:00,White,153.16,174.09,182.67,180.91,38.92,"14,334,154.86",60,309.09,154.54,40.91,148.94,-0.96,497.13,286.64,497.42,287.28,496.86,287.33,0,0.01,0,0,0.01,"5,269,275.00",59.99,0.02,0,0,0,-1,492.35,284.09,492.74,284.71,492.07,284.26,"251,536.92","25,153,673.33",1.61,"112,639.02",2.78,"294,214.55",0,55,"1,425.50",13.83,55.71,41.84
1/1/2019 14:00,White,164.31,188.39,197.12,192.98,37.1,"14,334,308.84",59.99,309.09,166.23,44.18,160.26,-0.96,497.03,286.48,497.43,287.09,496.69,287.15,0,0,0,0,0,"5,269,275.00",59.99,0.02,0,0,0,-1,492.47,284.06,492.74,284.72,492.27,284.25,"251,558.56","25,155,839.26",2.14,"112,639.11",3.41,"294,214.73",0,55,"1,425.74",14.97,56.33,41.3
1/1/2019 15:00,#d2e4b0,176.2,200.38,211.02,205.64,32.82,"14,334,475.07",59.99,309.09,177.15,46.07,170.99,-0.97,496.94,286.33,497.43,286.91,496.51,286.97,0,0.01,0,0,0.01,"5,269,275.00",59.83,0.02,0,0,0,-1,491.3,283.33,491.49,284.01,490.96,283.54,"251,577.90","25,157,774.23",2.27,"112,639.19",3.53,"294,214.92",0,55,"1,425.99",15.34,56.61,41.29
1/1/2019 16:00,White,180.91,204.11,214.95,209.17,36.37,"14,334,649.19",59.99,309.09,180.23,45.74,174.34,-0.97,496.84,286.17,497.43,286.72,496.34,286.79,0,0,0,0,0,"5,269,275.00",59.9,0.02,0.01,-0.01,0,-0.99,491.83,283.62,491.94,284.26,491.42,283.86,"251,600.05","25,159,985.61",1.82,"112,639.27",3.09,"294,215.11",0,55,"1,426.23",14.61,56.67,42.05
1/1/2019 17:00,White,176.98,200.37,210.08,205.28,37.39,"14,334,821.07",59.99,309.09,176.46,44.62,170.67,-0.97,496.65,286.01,497.06,286.54,496.59,286.61,0,0.01,0,0,0.01,"5,269,275.00",59.99,0.02,0,0,0,-1,492.23,283.68,492.17,284.19,491.85,283.97,"251,624.35","25,162,414.00",1.95,"112,639.35",3.2,"294,215.32",0,55,"1,426.47",15.05,56.86,41.83
1/1/2019 18:00,#d2e4b0,175.12,196.75,206.46,204.68,37.04,"14,334,991.45",59.99,309.09,174.26,43.39,168.73,-0.97,496.65,286.2,497.03,286.77,496.49,286.78,0,0,0,0,0,"5,269,275.00",59.98,0.02,0,0,0,-1,492.37,283.7,492.16,284.08,491.9,283.72,"251,649.85","25,164,964.60",2.02,"112,639.43",3.34,"294,215.53",0,55,"1,426.61",14.83,57.09,42.26
1/1/2019 19:00,White,151.2,165.8,174.62,173.1,34.87,"14,335,146.87",59.99,309.09,148.19,39.21,142.86,-0.96,498.82,287.7,499.17,288.4,498.71,288.19,0,0.01,0,0,0.01,"5,269,275.00",59.98,0.02,0.01,-0.01,0,-1,494.35,285.01,494.11,285.39,493.92,285.18,"251,675.43","25,167,522.25",2.1,"112,639.52",3.32,"294,215.74",0,55,"1,426.71",15.4,57.47,42.05
1/1/2019 20:00,White,145.16,162.64,171.58,169.18,36.06,"14,335,287.75",59.98,309.09,145.33,38.99,139.97,-0.96,498.95,287.96,499.18,288.7,498.87,288.49,0,0.02,0,0,0.02,"5,269,275.00",59.98,0.02,0,0,0,-1,494.35,285.33,494.07,285.78,494.04,285.4,"251,699.81","25,169,960.99",2.26,"112,639.61",3.54,"294,215.95",0,55,"1,426.81",15.72,57.95,42.22
1/1/2019 21:00,#d2e4b0,145.24,163.22,170.87,170.5,35.71,"14,335,427.75",59.99,309.09,145.6,39.15,140.2,-0.96,499.16,288.21,499.38,289.01,499.07,288.78,0,0.02,0,0,0.02,"5,269,275.00",59.98,0.02,0,0,0,-1,494.69,285.65,494.43,286.17,494.38,285.61,"251,723.94","25,172,374.65",2.46,"112,639.70",3.74,"294,216.16",0,55,"1,426.92",15.93,58.17,42.25
1/1/2019 22:00,White,136.79,148.27,157.46,156.09,35.02,"14,335,564.02",59.99,309.09,132.88,36.26,127.81,-0.96,497.71,286.87,498.24,287.66,497.52,287.46,0,0.02,0,0,0.02,"5,269,275.00",59.97,0.02,0,0,0,-1,493.04,284.58,492.95,285.16,492.48,284.54,"251,746.54","25,174,637.55",2.43,"112,639.80",3.74,"294,216.37",0,55,"1,427.02",15.98,58.24,42.27
1/1/2019 23:00,White,101.07,109.01,118.42,113.92,33.6,"14,335,674.58",59.99,309.09,98.26,25.97,94.74,-0.96,497.77,286.63,498.42,287.41,497.52,287.27,0,0.01,0,0,0.01,"5,269,275.00",59.97,0.02,0,0,0,-1,492.84,284.28,492.81,284.83,492.33,284.27,"251,764.90","25,176,477.63",2.63,"112,639.89",4.03,"294,216.58",0,55,"1,427.12",15.83,58.12,42.3
1/2/2019 0:00,#d2e4b0,90.58,98.63,108.31,104.48,30.53,"14,335,763.72",60,309.09,89.7,23.13,86.55,-0.97,498.41,286.88,498.78,287.67,498.1,287.57,0,0.02,0,0,0.02,"5,269,275.00",59.97,0.02,0,0,0,-1,493.46,284.37,493.48,284.89,493,284.38,"251,776.10","25,177,602.90",2.3,"112,639.98",3.69,"294,216.79",0,55,"1,427.22",14.93,57.52,42.62
1/2/2019 1:00,White,87.16,95.94,105,100.95,30.72,"14,335,848.85",60,309.09,87.09,22.91,83.95,-0.97,498.63,287.14,498.92,287.92,498.48,287.87,0,0.02,0,0,0.02,"5,269,275.00",59.97,0.02,0,0,0,-1,493.74,284.47,493.77,284.95,493.38,284.49,"251,781.38","25,178,136.28",2.1,"112,640.08",3.51,"294,216.99",0,55,"1,427.30",14.33,56.77,42.49
1/2/2019 2:00,White,88.2,96.37,106.57,101.75,30.88,"14,335,933.48",60,309.09,88.01,23.04,84.84,-0.96,498.75,287.39,499.86,288.18,498.81,288.17,0.01,0,0,0,0,"5,269,275.00",59.97,0.02,0,0,0,-1,493.92,284.56,493.97,285.02,493.68,284.61,"251,784.08","25,178,406.30",1.87,"112,640.17",3.22,"294,217.19",0,55,"1,427.25",14.07,56.44,42.36
1/2/2019 3:00,#d2e4b0,90.28,100.73,110.6,106.12,30.16,"14,336,019.09",60.01,309.09,91.63,23.32,88.54,-0.97,498.86,287.65,499.79,288.43,499.12,288.47,0.01,0.02,0,0,0.02,"5,269,275.00",59.97,0.02,0,0,0,-1,494.09,284.66,494.16,285.08,493.97,284.72,"251,788.47","25,178,834.51",1.85,"112,640.27",3.23,"294,217.40",0,55,"1,427.14",14.1,56.4,42.31
1/2/2019 4:00,White,92.68,101.43,110.31,107.91,30.7,"14,336,108.72",60.01,309.09,92.19,23.14,89.25,-0.97,498.71,287.63,499.16,288.39,498.85,288.44,0.01,0.01,0,0,0.01,"5,269,275.00",59.97,0.02,0,0,0,-1,493.9,284.75,494.13,285.14,493.75,284.84,"251,803.84","25,180,377.55",1.81,"112,640.40",3.09,"294,217.60",0,55,"1,427.04",14.02,56.27,42.26
1/2/2019 5:00,White,92.62,101.06,111.46,107.71,29.57,"14,336,198.34",60.01,309.09,92.29,22.65,89.42,-0.97,498.01,287.35,498.52,288.04,498.24,288.09,0,0.03,0,0,0.03,"5,269,275.00",59.96,0.02,0,0,0,-1,493.26,284.73,493.59,285.13,493.22,284.87,"251,811.97","25,181,190.64",1.98,"112,640.52",3.37,"294,217.80",0,55,"1,426.94",13.97,56.21,42.23
1/2/2019 6:00,#d2e4b0,93.23,102.68,113.78,110.44,31.19,"14,336,287.96",60.01,309.09,93.92,22.57,91.05,-0.97,497.62,287.16,498.19,287.82,497.82,287.86,0,0,0,0,0,"5,269,275.00",59.96,0.02,0,0,0,-1,492.85,284.44,493.23,284.84,492.88,284.49,"251,820.14","25,182,007.63",1.75,"112,640.65",3.05,"294,218.00",0,55,"1,426.83",13.95,56.15,42.21
1/2/2019 7:00,White,128.14,151.95,159.19,153.52,39.55,"14,336,397.27",60.01,309.09,133.8,29.91,130.38,-0.97,498.47,288.06,499.09,288.32,498.48,289.11,0,0.01,0,0,0.01,"5,269,275.00",59.96,0.02,0,0,0,-1,493.88,285.59,494.3,285.98,494.11,285.58,"251,839.51","25,183,924.62",2.2,"112,640.78",3.67,"294,218.21",0,55,"1,426.73",14.32,56.48,42.16
1/2/2019 8:00,White,140.89,166.14,167.1,156.94,37.04,"14,336,532.63",60.01,309.09,140.94,33.68,136.83,-0.97,497.82,287.59,498.6,287.59,497.89,288.53,0,0.01,0,0,0.01,"5,269,275.00",59.96,0.02,0,0,0,-1,493.49,285.3,493.52,285.77,493.8,285.4,"251,874.37","25,187,406.97",2.65,"112,640.91",4.15,"294,218.59",0,55,"1,426.63",15.04,57.29,42.21
1/2/2019 9:00,#d2e4b0,158.72,185.93,193.91,189.27,42.75,"14,336,677.47",60.01,309.09,163.81,34.43,160.01,-0.98,497.42,287.16,498.22,287.6,497.47,287.98,0,0,0,0,0,"5,269,275.00",59.97,0.02,0,0,0,-1,493.22,285.01,493.1,285.56,493.67,285.22,"251,911.49","25,191,118.91",9.45,"112,641.04",12.44,"294,219.03",0,55,"1,426.55",16.94,59.06,42.14
1/2/2019 10:00,White,213.92,259.04,259.28,245.88,40.35,"14,336,866.87",60.01,309.09,219.75,40.79,215.88,-0.98,497.19,287.03,497.71,287.62,497.1,287.83,0,0,0,0,0,"5,269,275.00",59.97,0.02,0,0,0,-1,492.96,284.72,492.91,285.35,493.02,285.05,"251,948.22","25,194,792.87",2.76,"112,641.16",5.39,"294,219.46",0,55,"1,426.63",12.51,55.01,42.44
1/2/2019 11:00,White,240.42,280.29,283.43,280.42,43.25,"14,337,094.95",60.01,309.09,242.44,44.91,238.19,-0.98,497.26,286.97,497.55,287.64,496.86,287.77,0,0,0,0,0,"5,269,275.00",59.97,0.02,0,0,0,-1,492.94,284.46,492.91,285.14,492.69,284.87,"251,978.92","25,197,869.93",2.85,"112,641.31",4.59,"294,219.90",0,55,"1,426.75",14.83,57.45,42.63
1/2/2019 12:00,#d2e4b0,251.92,289.76,298.35,296.69,38.55,"14,337,337.94",60.01,309.09,254.26,49.31,249.37,-0.98,497.56,286.92,497.8,287.65,496.93,287.72,0,0,0,0,0,"5,269,275.00",59.98,0.02,0,0,0,-1,493.05,284.43,493.03,284.98,492.79,284.69,"252,003.19","25,200,299.68",5.99,"112,641.49",9.34,"294,220.34",0,55,"1,426.87",15.27,58.03,42.72
1/2/2019 13:00,White,254.97,292.51,297.26,291.99,32.05,"14,337,589.69",60.01,309.09,253.36,48.19,248.7,-0.98,497.77,286.86,498.05,287.67,497.12,287.66,0,0,0,0,0,"5,269,275.00",59.98,0.02,0,0,0,-1,493.17,284.47,493.14,284.99,492.89,284.62,"252,026.26","25,202,607.91",3.54,"112,641.67",4.91,"294,220.77",0,55,"1,426.98",17.36,59.54,42.22
1/2/2019 14:00,White,264.99,310.15,313.64,310.54,22.54,"14,337,841.91",60.01,309.09,268.63,53.39,263.23,-0.98,497.66,286.81,498.24,287.69,497.27,287.61,0,0,0,0,0,"5,269,275.00",59.98,0.02,0,0,0,-1,493.26,284.51,493.26,285.01,492.99,284.67,"252,049.11","25,204,892.00",5.46,"112,641.85",7.45,"294,221.21",0,55,"1,427.10",17.17,59.91,42.72
1/2/2019 15:00,#d2e4b0,273.55,311.56,314.05,313.93,22,"14,338,110.78",60,309.09,270.21,54.33,264.66,-0.98,497.53,286.75,498.09,287.71,497.15,287.55,0,0.03,0,0,0.03,"5,269,275.00",59.98,0.02,0,0,0,-1,493.1,284.55,493.37,285.04,493.06,284.72,"252,071.78","25,207,158.65",7.3,"112,642.03",11.57,"294,221.63",0,55,"1,427.21",14.8,57.36,42.58
1/2/2019 16:00,White,254.47,296.96,295.19,296.23,22.94,"14,338,365.93",60,309.09,255.05,47.63,250.54,-0.98,497.39,286.7,497.87,287.74,496.97,287.5,0,0,0,0,0,"5,269,275.00",59.99,0.02,0,0,0,-1,492.89,284.59,493.32,285.07,492.65,284.77,"252,094.80","25,209,460.92",2.82,"112,642.21",4.65,"294,221.94",0,55,"1,427.33",14.56,56.97,42.44
1/2/2019 17:00,White,262.52,308.79,302.46,309.62,23.54,"14,338,619.17",60,309.09,264.45,51.48,259.36,-0.98,497,286.71,497.77,287.78,497.03,287.46,0,0.01,0,0,0.01,"5,269,275.00",59.98,0.02,0,0,0,-1,492.86,284.63,493.06,285.09,492.49,284.83,"252,119.40","25,211,918.42",3.43,"112,642.39",5.24,"294,222.21",0,55,"1,427.43",15.4,57.85,42.43
1/2/2019 18:00,#d2e4b0,241.5,285.46,262.55,270.85,23.68,"14,338,868.84",59.99,309.09,235.12,48.03,230.11,-0.98,497.37,286.9,497.88,287.82,497.3,287.52,0,0,0,0,0,"5,269,275.00",59.98,0.02,0,0,0,-0.99,493.02,284.67,493.18,285.12,492.92,284.88,"252,146.43","25,214,620.84",3.08,"112,642.57",4.57,"294,222.48",0,55,"1,427.48",15.82,58.18,42.4
1/2/2019 19:00,White,206.43,250.29,228.37,228.92,23.07,"14,339,081.02",59.99,309.09,203.46,42.13,199.05,-0.98,498.32,287.1,498.52,287.87,497.88,287.6,0,0,0,0,0,"5,269,275.00",59.98,0.02,0,0,0,-1,493.53,284.72,493.53,285.15,493.31,284.93,"252,173.44","25,217,321.37",2.52,"112,642.72",3.98,"294,222.76",0,55,"1,427.52",15.18,57.55,42.4
1/2/2019 20:00,White,200.58,247.02,225.95,222.22,25.14,"14,339,277.65",59.99,309.09,200.43,42.54,195.85,-0.98,498.73,287.3,499.38,287.94,498.2,287.67,0,0.01,0,0,0.01,"5,269,275.00",59.98,0.02,0,0,0,-1,494.42,284.86,493.76,285.24,493.8,285.06,"252,200.66","25,220,044.20",2.83,"112,642.83",4.27,"294,223.03",0,55,"1,427.57",15.81,58.32,42.5
1/2/2019 21:00,#d2e4b0,197.7,243.6,224.48,219,38.27,"14,339,472.03",59.98,309.09,197.89,42.34,193.21,-0.98,498.38,287.63,498.71,288.27,498.25,288.01,0,0.03,0,0,0.03,"5,269,275.00",59.98,0.02,0,0,0,-1,494.05,285.18,493.77,285.57,493.22,285.24,"252,227.18","25,222,695.31",2.78,"112,642.94",4.2,"294,223.30",0,55.01,"1,427.61",15.78,58.7,42.9
1/2/2019 22:00,White,189.61,230.1,209.43,205.11,36.47,"14,339,661.81",59.98,309.09,185.64,39.44,181.37,-0.98,498.67,287.62,499.25,288.52,498.47,288.31,0,0.02,0,0,0.02,"5,269,275.00",59.98,0.02,0,0,0,-1,494.23,285.24,493.99,285.71,493.71,285.06,"252,252.23","25,225,205.66",2.96,"112,643.05",4.4,"294,223.58",0,55.11,"1,427.65",16.11,58.87,42.76
1/2/2019 23:00,White,142.63,177.13,157.16,146.54,42.18,"14,339,820.39",59.98,309.09,138.13,27.41,135.34,-0.98,497.09,286.64,497.67,287.51,496.95,287.4,0,0,0,0,0,"5,269,275.00",59.98,0.02,0,0,0,-1,492.81,284.19,492.51,284.81,492.59,284.17,"252,271.32","25,227,120.65",2.85,"112,643.16",4.27,"294,223.84",0,55.24,"1,427.69",15.95,58.52,42.63
1/3/2019 0:00,#d2e4b0,126.56,162.4,145.31,129.91,38.99,"14,339,947.03",59.98,309.09,125.75,23.67,123.44,-0.98,497.57,286.76,498.27,287.51,497.62,287.48,0,0.01,0,0,0.01,"5,269,275.00",59.98,0.02,0,0,0,-1,493.19,284.25,493.16,285.05,493.2,284.25,"252,281.68","25,228,161.30",2.71,"112,643.27",4.16,"294,224.08",0,55.37,"1,427.74",15.42,58.04,42.63
1/3/2019 1:00,White,118.13,150.03,133.61,122.59,37.82,"14,340,066.30",59.97,309.09,117.07,23.71,114.56,-0.98,498.08,286.88,498.85,287.51,498.23,287.56,0,0,0,0,0,"5,269,275.00",59.98,0.02,0,0,0,-1,493.73,284.3,493.41,285.28,493.41,284.32,"252,287.12","25,228,710.34",2.19,"112,643.38",3.62,"294,224.30",0,55.49,"1,427.69",14.72,57.36,42.68
1/3/2019 2:00,White,113.22,144.58,122.46,123.43,35.42,"14,340,178.31",59.97,309.09,112.52,23.97,109.87,-0.98,498.63,287.01,499.41,287.52,498.8,287.64,0,0,0,0,0,"5,269,275.00",59.98,0.02,0,0,0,-1,493.73,284.36,493.42,285.47,493.34,284.4,"252,289.16","25,228,914.40",2.22,"112,643.49",3.65,"294,224.53",0,55.62,"1,427.40",14.42,57.1,42.73
1/3/2019 3:00,#d2e4b0,114.49,148.29,125.34,127.53,35.83,"14,340,288.68",59.97,309.09,115.58,24.23,112.92,-0.98,498.73,287.13,499.43,287.52,498.82,287.72,0,0.01,0,0,0.01,"5,269,275.00",59.99,0.02,0,0,0,-1,493.47,284.42,493.43,285.3,493.26,284.48,"252,293.61","25,229,348.00",2.13,"112,643.60",3.66,"294,224.76",0,55.74,"1,427.09",14.08,57.08,42.96
1/3/2019 4:00,White,117.36,149.27,126.59,129.61,36.73,"14,340,403.05",59.96,309.09,116.77,24.34,114.14,-0.98,498.25,287.25,498.8,287.52,498.19,287.8,0,0.02,0,0,0.02,"5,269,275.00",59.99,0.02,0,0,0,-1,493.2,284.48,493.44,285.06,493.19,284.55,"252,310.12","25,231,006.21",2.33,"112,643.72",3.84,"294,224.98",0,55.87,"1,426.79",14.29,57.41,43.1
1/3/2019 5:00,White,113.36,144.73,123.23,124.72,34.42,"14,340,515.06",59.97,309.09,112.99,23.5,110.47,-0.98,497.77,287.37,498.18,287.53,497.55,287.88,0,0,0,0,0,"5,269,275.00",59.99,0.02,0,0,0,-1,492.94,284.53,493.41,284.82,493.11,284.63,"252,317.67","25,231,761.24",2.14,"112,643.83",3.6,"294,225.21",0,55.97,"1,426.48",14.66,57.54,42.9
1/3/2019 6:00,#d2e4b0,113.93,145.02,124.28,125.63,35.71,"14,340,626.30",59.97,309.09,113.66,22.66,111.26,-0.98,498.3,287.51,498.9,288.02,498.24,288.17,0,0.01,0,0,0.01,"5,269,275.00",59.99,0.02,0,0,0,-1,493.6,284.88,493.74,285.16,493.48,284.95,"252,325.22","25,232,516.25",2.17,"112,643.95",3.61,"294,225.43",0,55.88,"1,426.17",14.69,57.47,42.84
1/3/2019 7:00,White,118.39,150.87,132.77,133.61,35.81,"14,340,739.54",59.97,309.09,120.41,24.33,117.78,-0.98,499.09,288.09,499.7,288.79,498.96,288.8,0,0.01,0,0,0.01,"5,269,275.00",59.99,0.02,0,0,0,-1,494.35,285.54,494.32,285.93,493.93,285.67,"252,338.48","25,233,829.90",2.39,"112,644.07",3.8,"294,225.69",0,55.75,"1,425.87",14.86,57.85,43
1/3/2019 8:00,White,132.2,161.89,149.86,152.9,36.21,"14,340,863.52",59.98,309.09,133.85,29.66,130.44,-0.97,498.11,287.75,498.92,288.47,498.55,288.5,0,0,0,0,0,"5,269,275.00",59.99,0.02,0,0,0,-1,493.79,285.23,493.95,285.67,493.64,285.49,"252,361.93","25,236,175.31",2.48,"112,644.18",4.14,"294,226.03",0,55.62,"1,425.56",14.5,58.15,43.71
1/3/2019 9:00,#d2e4b0,167.03,207.15,196.22,196.97,41.86,"14,341,011.83",59.98,309.09,172.85,37.74,168.62,-0.98,498.67,287.4,499.24,288.2,498.94,288.21,0,0,0,0,0,"5,269,275.00",59.99,0.02,0,0,0,-1,494.29,284.94,494.5,285.4,494.17,285.32,"252,388.51","25,238,825.92",5.17,"112,644.30",6.17,"294,226.38",0,55.5,"1,425.39",20.06,61.73,41.65
1/3/2019 10:00,White,220.37,264.44,262.89,256.97,46.47,"14,341,208.99",59.99,309.09,225.86,43.43,221.57,-0.98,498.59,287.08,499.25,288.06,498.71,288.11,0,0.02,0,0,0.02,"5,269,275.00",59.99,0.02,0,0,0,-1,494.36,284.83,494.19,285.09,493.91,285.19,"252,418.77","25,241,852.87",3.91,"112,644.42",5.42,"294,226.73",0,55.37,"1,425.48",17.17,58.47,41.29
1/3/2019 11:00,White,238.28,281.61,278.52,275.66,46.56,"14,341,436.21",59.99,309.09,240.68,45.94,236.16,-0.98,497.82,286.75,498.8,287.94,498.03,288.04,0,0,0,0,0,"5,269,275.00",59.99,0.02,0,0,0,-1,493.97,284.75,493.57,284.78,493.38,285.07,"252,445.85","25,244,565.59",2.84,"112,644.58",3.96,"294,227.08",0,55.24,"1,425.58",17.22,58.78,41.57
1/3/2019 12:00,#d2e4b0,266.23,316.15,311.36,313.73,46.73,"14,341,686.41",60,309.09,270.51,51.87,265.48,-0.98,497.07,286.5,498.33,287.82,497.12,287.97,0,0,0,0,0,"5,269,275.00",59.99,0.02,0,0,0,-1,492.87,284.67,493.04,284.52,492.67,284.96,"252,466.58","25,246,642.63",4.08,"112,644.77",5.75,"294,227.43",0,55.12,"1,425.68",16.77,58.73,41.94
