,,Gund Bus-A 15 Min Block Demand - kVA,Gund Bus-A Current Phase A - Amps,Gund Bus-A Current Phase B - Amps,Gund Bus-A Current Phase C - Amps,Gund Bus-A Current Phase N - Amps,Gund Bus-A Energy - kWh,Gund Bus-A Frequency - Hertz,Gund Bus-A Max Monthly Demand - kW,Gund Bus-A Power Apparent - kVA,Gund Bus-A Power Reactive - kVAR,Gund Bus-A Power Real - kW,Gund Bus-A True Power Factor - PF,Gund Bus-A Voltage AB - Volts,Gund Bus-A Voltage AN - Volts,Gund Bus-A Voltage BC - Volts,Gund Bus-A Voltage BN - Volts,Gund Bus-A Voltage CA - Volts,Gund Bus-A Voltage CN - Volts,Gund Bus-B 15 Min Block Demand - kVA,Gund Bus-B Current Phase A - Amps,Gund Bus-B Current Phase B - Amps,Gund Bus-B Current Phase C - Amps,Gund Bus-B Current Phase N - Amps,Gund Bus-B Energy - kWh,Gund Bus-B Frequency - Hertz,Gund Bus-B Max Monthly Demand - kW,Gund Bus-B Power Apparent - kVA,Gund Bus-B Power Reactive - kVAR,Gund Bus-B Power Real - kW,Gund Bus-B True Power Factor - PF,Gund Bus-B Voltage AB - Volts,Gund Bus-B Voltage AN - Volts,Gund Bus-B Voltage BC - Volts,Gund Bus-B Voltage BN - Volts,Gund Bus-B Voltage CA - Volts,Gund Bus-B Voltage CN - Volts,Gund Condensate Counter - count,Gund Condensate FlowTotal - LBS,Gund Main Demand - Tons,Gund Main Energy - Ton-Days,Gund Main FlowRate - gpm,Gund Main FlowTotal - kgal(1000),Gund Main SignalAeration - Count,Gund Main SignalStrength - Count,Gund Main SonicVelocity - Ft/Sec,Gund Main TempDelta - Deg F,Gund Main TempReturn - Deg F,Gund Main TempSupply - Deg F
7/1/2019 1:00,White,110.98,134.95,123.25,122.21,30.07,"15,173,664.94",59.98,304.97,110.71,27.3,107.22,-0.97,503.4,290.47,503.62,290.95,503.32,290.86,0,0,0,0,0,"5,269,275.00",59.99,0.34,0,0,0,-1,499.17,288.21,499.08,288.41,499.14,288.12,"299,102.81","29,910,281.25",13.36,"115,955.77",29.32,"302,234.42",1.19,54,"1,429.72",10.88,53.33,42.48
7/1/2019 2:00,White,108.03,128.04,121.63,120.16,29.24,"15,173,770.07",59.97,304.97,107.97,28.77,103.99,-0.96,504.99,291.04,505.43,291.48,504.87,291.46,0,0,0,0,0,"5,269,275.00",60,0.34,0,0,0,-1,501.41,289.24,501.3,289.67,501.13,289.29,"299,102.81","29,910,281.25",13.35,"115,956.33",29.8,"302,236.15",1.06,54,"1,429.57",10.7,53.18,42.5
7/1/2019 3:00,#d2e4b0,109.35,130.86,122.62,121.99,29.06,"15,173,874.81",59.97,304.97,109.48,28.99,105.5,-0.96,505.69,291.38,505.72,291.89,505.62,291.84,0,0,0,0,0,"5,269,275.00",60,0.34,0,0,0,-1,500.74,288.79,500.83,289.37,500.58,288.96,"299,102.81","29,910,281.25",13.13,"115,956.89",29.83,"302,237.88",1,54,"1,429.42",10.5,52.97,42.51
7/1/2019 4:00,White,108.21,130.84,121.38,119.91,29.14,"15,173,979.32",59.97,304.97,108.41,28.66,104.47,-0.96,504.68,290.95,504.89,291.5,504.82,291.45,0,0,0,0,0,"5,269,275.00",60.01,0.34,0,0,0,-0.99,499.86,288.48,500.07,289.12,500.09,288.62,"299,102.81","29,910,281.25",12.89,"115,957.45",30.13,"302,239.62",1,54,"1,429.32",10.25,52.72,42.53
7/1/2019 5:00,White,108.59,131.7,121.42,119.98,29.45,"15,174,084.19",59.96,304.97,108.43,29.34,104.35,-0.96,504.23,290.45,504.49,290.85,503.94,290.99,0,0,0,0,0,"5,269,275.00",60.01,0.34,0,0,0,-1,499.42,287.89,499.31,288.63,499.28,288.39,"299,102.81","29,910,281.25",12.22,"115,958.01",29.32,"302,241.44",1,54,"1,429.26",10.01,52.56,42.55
7/1/2019 6:00,#d2e4b0,102.71,124.39,114.98,109.34,31.11,"15,174,186.45",59.97,304.97,101.26,27.25,97.53,-0.96,502.63,289.94,503.11,290.2,502.9,290.52,0,0,0,0,0,"5,269,275.00",60.02,0.34,0,0,0,-1,498.27,287.28,498.53,287.27,497.95,287.51,"299,102.81","29,910,281.25",12.13,"115,958.77",29.42,"302,243.52",1,54,"1,429.21",9.91,52.48,42.52
7/1/2019 7:00,White,121.96,160.47,143.43,137.97,36.37,"15,174,292.40",59.97,304.97,127.86,29.12,124.44,-0.97,501.04,289.26,501.56,289.59,501.38,289.92,0,0.02,0,0,0.02,"5,269,275.00",60.01,0.34,0,0,0,-1,496.7,287.13,496.91,286.8,497.01,286.71,"299,102.81","29,910,281.25",29.47,"115,960.09",56.76,"302,246.12",1,54,"1,429.15",11.5,53.97,42.46
7/1/2019 8:00,White,161.19,196.72,180.02,188.56,36.77,"15,174,438.22",59.97,304.97,163.7,34.14,160.02,-0.98,501.85,289.66,501.88,289.91,502.32,290.35,0,0,0,0,0,"5,269,275.00",59.81,0.34,0,0,0,-1,495.89,286.36,495.88,286.16,496.05,286.33,"299,102.81","29,910,281.25",79.04,"115,961.70",154.21,"302,251.41",1,54,"1,429.10",12.89,55.7,42.83
7/1/2019 9:00,#d2e4b0,175.18,214.11,201.85,209.84,35.71,"15,174,602.94",59.97,304.97,180.37,37.83,176.23,-0.98,499.31,288.57,499.5,288.84,499.92,289.23,0,0.01,0,0,0.01,"5,269,275.00",59.98,0.34,0,0,0,-1,495.33,286.03,495.1,285.77,495.69,286,"299,102.81","29,910,281.25",98.76,"115,964.77",173.71,"302,260.07",9.62,54,"1,429.04",12.59,55.33,42.73
7/1/2019 10:00,White,235.93,278.17,277.25,282.03,41.52,"15,174,813.21",59.98,304.97,240.56,41.38,236.94,-0.99,497.37,287.48,497.75,287.77,497.67,288.1,0,0.01,0,0,0.01,"5,269,275.00",59.92,0.34,0,0,0,-1,492.61,284.5,492.49,284.37,492.79,284.38,"299,102.81","29,910,281.25",126.54,"115,970.23",222.88,"302,273.27",9.79,54,"1,428.99",13.29,56,42.69
7/1/2019 11:00,White,266.56,307.3,304.16,324.89,40.63,"15,175,064.15",59.98,304.97,270.96,46.53,266.88,-0.98,500.71,288.79,501.21,289.24,500.81,289.07,0,0.01,0,0,0.01,"5,269,275.00",59.76,0.34,0,0,0,-1,495.25,285.93,495.13,286.22,495.18,285.94,"299,102.81","29,910,281.25",213.11,"115,977.22",335.88,"302,290.40",9.67,54,"1,428.93",15.06,57.29,42.21
7/1/2019 12:00,#d2e4b0,288.13,334.49,331.84,336.75,39.63,"15,175,340.50",59.98,304.97,290.51,49.36,286.24,-0.99,501.52,289.89,502.31,290.34,501.9,289.59,0,0.03,0,0,0.03,"5,269,275.00",59.92,0.34,0,0,0,-1,497.02,286.96,496.91,286.99,496.89,286.87,"299,102.81","29,910,281.25",211.98,"115,985.82",373.82,"302,311.12",9.73,54,"1,428.88",13.97,55.9,41.94
7/1/2019 13:00,White,288.09,332.11,335.68,324.2,42.44,"15,175,626.38",59.99,304.97,287.21,50.41,282.67,-0.98,500.62,289.6,501.76,289.96,500.85,289.33,0,0.02,0,0,0.02,"5,269,275.00",59.99,0.34,0,0,0,-1,497.63,287.35,497.42,287.29,497.44,287.13,"299,102.81","29,910,281.25",179.13,"115,994.55",291.99,"302,331.82",9.88,54,"1,428.83",15.15,57.15,42
7/1/2019 14:00,White,291.82,336.75,337.12,336.04,43.15,"15,175,911.62",59.99,304.97,291.91,50.45,287.44,-0.98,500.14,289.31,501.23,289.59,500,289.17,0,0.03,0,0,0.03,"5,269,275.00",59.98,0.34,0,0,0,-1,496.73,286.66,496.44,286.64,496.41,286.43,"299,102.81","29,910,281.25",244.92,"116,003.41",398.19,"302,352.86",9.75,54,"1,428.79",14.97,56.94,41.97
7/1/2019 15:00,#d2e4b0,291.14,337.24,332.3,338.87,44.59,"15,176,198.12",59.99,304.97,291.34,50.07,286.92,-0.98,500.14,289.02,500.94,289.22,499.91,289.16,0,0.03,0,0,0.03,"5,269,275.00",59.9,0.34,0,0,0,-1,496.02,286.28,495.66,286.27,495.55,285.94,"299,102.81","29,910,281.25",217.01,"116,012.53",371.03,"302,375.12",9.74,54,"1,428.74",14.27,56.13,41.83
7/1/2019 16:00,White,285.29,327.22,322.8,334.13,43.77,"15,176,481.51",60,304.97,284,49.09,279.66,-0.98,500.16,288.72,500.69,288.86,499.89,289.15,0,0,0,0,0,"5,269,275.00",60,0.34,0,0,0,-1,496.4,286.58,496.18,286.59,496.23,286.37,"299,102.81","29,910,281.25",204.08,"116,021.25",322.93,"302,396.90",9.58,54,"1,428.70",15.25,57.12,41.88
7/1/2019 17:00,White,274.3,310.53,310.05,315.74,40.81,"15,176,757.28",60,304.97,270.24,48.19,265.87,-0.98,500.05,288.47,500.14,288.56,499.84,289.14,0,0.01,0,0,0.01,"5,269,275.00",60.01,0.34,0,0,0,-1,496.26,286.37,496.17,286.63,496.08,286.16,"299,102.81","29,910,281.25",239.96,"116,030.50",412.95,"302,418.48",9.71,54,"1,428.65",14.07,55.9,41.84
7/1/2019 18:00,#d2e4b0,213.94,246.94,227.37,247.54,39.66,"15,176,990.89",60,304.97,208.26,39.65,204.39,-0.98,499.83,288.6,499.73,288.74,499.59,289.12,0,0.05,0,0,0.05,"5,269,275.00",59.93,0.34,0,0,0,-1,495.24,286.14,494.72,285.67,494.82,285.44,"299,102.81","29,910,281.25",123.21,"116,038.56",211.25,"302,437.44",9.86,54.06,"1,428.61",14.08,56.05,41.98
7/1/2019 19:00,White,175.41,203.64,186.04,195.53,33.93,"15,177,176.08",60.01,304.97,169.73,39.13,165.1,-0.97,502.9,289.49,502.93,290.22,502.42,289.62,0.01,0.01,0,0,0.01,"5,269,275.00",60,0.34,0,0,0,-1,498.66,287.85,498.24,287.7,498.12,287.46,"299,102.81","29,910,281.25",123.49,"116,043.65",214.39,"302,451.45",1.84,53.94,"1,428.56",12.63,54.64,42
7/1/2019 20:00,White,157.78,188.62,171.89,177.79,32.27,"15,177,332.73",60.01,304.97,156.86,36.86,152.39,-0.97,504.5,291.01,504.68,291.1,504.43,290.64,0.01,0.03,0,0,0.03,"5,269,275.00",59.83,0.34,0,0,0,-1,499.06,288.08,498.79,288.3,498.88,287.82,"299,102.81","29,910,281.25",68.48,"116,046.96",118.65,"302,460.10",1.52,53.81,"1,428.57",12.45,54.52,42.08
7/1/2019 21:00,#d2e4b0,146.22,172.78,159.14,160.32,31.32,"15,177,481.38",60.01,304.97,143.4,33.34,139.41,-0.97,504.63,291.59,504.93,291.83,504.46,291.53,0.01,0.02,0,0,0.02,"5,269,275.00",59.93,0.34,0,0,0,-1,499.71,288.84,499.15,288.54,499.24,288.02,"299,102.81","29,910,281.25",47.44,"116,050.04",93.19,"302,467.06",1.2,53.69,"1,428.59",11.19,53.32,42.12
7/1/2019 22:00,White,130.83,155.61,143.24,148.02,30.12,"15,177,612.15",60.01,304.97,130.16,28.63,126.96,-0.97,504.65,291.41,504.7,291.69,504.37,291.49,0.01,0,0,0,0,"5,269,275.00",60.02,0.34,0,0,0,-1,500.2,288.75,499.68,288.95,499.78,288.24,"299,102.81","29,910,281.25",14.9,"116,051.08",31.41,"302,469.66",1,53.56,"1,428.62",11.32,53.49,42.16
7/1/2019 23:00,White,126.02,149.13,139.29,143.11,30.1,"15,177,736.53",60.01,304.97,125.26,28.26,121.98,-0.97,502.45,290.19,502.78,290.21,502.53,290.43,0.01,0,0,0,0,"5,269,275.00",60.02,0.34,0,0,0,-1,497.9,287.55,497.99,287.51,497.98,287.3,"299,102.81","29,910,281.25",15.39,"116,051.61",33.18,"302,471.46",1,53.44,"1,428.64",11.07,53.34,42.28
7/2/2019 0:00,#d2e4b0,122.1,145.21,134.89,136.85,30.64,"15,177,856.04",60.01,304.97,121.65,28.93,118.13,-0.97,504.67,290.99,504.94,291.08,504.46,291.33,0.01,0,0,0,0,"5,269,275.00",59.94,0.34,0,0,0,-1,500.32,288.93,500.47,288.84,500.6,288.87,"299,102.81","29,910,281.25",13.13,"116,052.15",32.86,"302,473.26",1,53.31,"1,428.67",9.51,51.78,42.3
7/2/2019 1:00,White,107.13,126.49,114.88,118.74,28.27,"15,177,965.45",60.01,304.97,105.41,28.73,101.34,-0.96,506.17,291.79,506.78,292.01,506.15,292.12,0.01,0.01,0,0,0.01,"5,269,275.00",60.02,0.34,0,0,0,-1,501.62,289.62,501.53,289.79,501.63,289.58,"299,102.81","29,910,281.25",11.05,"116,052.69",27.68,"302,475.06",1.07,53.19,"1,428.69",9.56,51.94,42.32
7/2/2019 2:00,White,103.27,125.31,112.34,117.51,30.05,"15,178,065.57",60,304.97,103.31,27.37,99.58,-0.96,503.89,290.64,504.19,290.8,503.96,290.94,0.01,0,0,0,0,"5,269,275.00",60.01,0.34,0,0,0,-1,499.9,288.74,499.71,288.52,499.81,288.62,"299,102.81","29,910,281.25",12.74,"116,053.23",27.82,"302,476.86",1.19,53.06,"1,428.72",10.91,53.15,42.25
7/2/2019 3:00,#d2e4b0,104.1,125.12,114.14,116.58,28.73,"15,178,165.57",60,304.97,103.87,27.98,99.91,-0.96,505.03,291.06,505.32,291.33,504.84,291.24,0,0.02,0,0,0.02,"5,269,275.00",60.01,0.34,0,0,0,-1,500.71,289.25,500.74,289.2,500.8,289.17,"299,102.81","29,910,281.25",11.31,"116,053.76",27.69,"302,478.66",1.32,53.09,"1,428.73",9.79,52.05,42.25
7/2/2019 4:00,White,104.26,126.63,113.98,117.25,29.37,"15,178,265.32",60,304.97,104.65,28.45,100.63,-0.96,505.63,291.47,505.83,291.86,505.63,291.53,0,0,0,0,0,"5,269,275.00",60,0.34,0,0,0,-1,500.48,289.05,501.14,289.37,501.16,289.28,"299,102.81","29,910,281.25",12.11,"116,054.30",27.89,"302,480.46",1.44,53.25,"1,428.66",10.35,52.64,42.24
7/2/2019 5:00,White,103.41,125,113.48,115.57,29.7,"15,178,365.57",60,304.97,103.16,27.65,99.37,-0.96,504.36,290.99,504.81,291.37,504.52,291.48,0,0,0,0,0,"5,269,275.00",59.99,0.34,0,0,0,-1,500.1,288.78,499.97,288.73,499.98,288.96,"299,102.81","29,910,281.25",12.87,"116,054.88",28.27,"302,482.31",1.57,53.41,"1,428.57",10.86,53.12,42.22
7/2/2019 6:00,#d2e4b0,102.67,125.64,113.67,113.75,29.65,"15,178,465.08",60,304.97,102.62,27.57,98.76,-0.96,502.68,289.47,503.05,289.83,502.61,290.12,0,0.01,0,0,0.01,"5,269,275.00",59.99,0.34,0,0,0,-1,498.22,287.81,498.31,287.81,498.32,287.87,"299,102.81","29,910,281.25",12.31,"116,055.67",27,"302,484.27",1.69,53.58,"1,428.48",10.84,53.08,42.2
7/2/2019 7:00,White,109.99,141.25,130.47,126.55,32.6,"15,178,565.30",60,304.97,115.57,28.95,111.73,-0.97,501.78,289.39,502.35,289.71,501.9,289.98,0,0.02,0,0,0.02,"5,269,275.00",59.98,0.34,0,0,0,-1,497.25,287.15,497.49,287.26,497.58,287.41,"299,102.81","29,910,281.25",25.31,"116,056.49",47.36,"302,486.25",1.82,53.74,"1,428.40",12.1,54.95,42.88
7/2/2019 8:00,White,163.44,198.85,182.27,192.62,37.27,"15,178,706.34",60,304.97,166.15,34.12,162.52,-0.98,501.57,289.45,502.15,289.82,501.94,290.04,0,0,0,0,0,"5,269,275.00",59.98,0.34,0,0,0,-1,497.24,287.23,497.39,286.99,497.72,287.15,"299,102.81","29,910,281.25",100.98,"116,058.25",182.89,"302,492.00",1.92,53.91,"1,428.31",13.33,55.56,42.23
7/2/2019 9:00,#d2e4b0,201.29,247.59,230.3,245.42,36.68,"15,178,887.14",60,304.97,208.89,42.33,204.45,-0.98,500.28,288.81,500.89,289.23,500.63,289.4,0,0,0,0,0,"5,269,275.00",59.98,0.34,0,0,0,-1,495.98,286.65,496.21,286.33,496.24,286.34,"299,102.81","29,910,281.25",83.55,"116,062.32",144.02,"302,501.94",9.96,54.2,"1,428.22",12.18,54.28,42.12
7/2/2019 10:00,White,261.94,305.48,312.9,314.52,43.27,"15,179,123.41",60,304.97,268.68,46.43,264.61,-0.99,499.03,288.17,499.58,288.64,499.36,288.75,0,0.01,0,0,0.01,"5,269,275.00",59.74,0.34,0,0,0,-0.99,493.37,284.99,493.27,284.79,493.2,284.86,"299,102.81","29,910,281.25",180.02,"116,067.88",290.93,"302,514.89",9.03,54.02,"1,428.13",14.48,56.64,42.16
7/2/2019 11:00,White,279.4,317.68,319.05,325.25,41.62,"15,179,395.52",60,304.97,276.82,48.82,272.44,-0.98,498.25,287.47,498.67,288.01,498.09,288.1,0,0.02,0,0,0.02,"5,269,275.00",59.91,0.34,0,0,0,-1,493.55,284.84,493.49,285.04,493.39,284.88,"299,102.81","29,910,281.25",140.32,"116,075.07",253.7,"302,532.84",5.61,54,"1,428.07",13.22,55.59,42.38
7/2/2019 12:00,#d2e4b0,276.95,319.5,318.96,330.92,39.65,"15,179,666.89",60,304.97,279.88,47.37,275.79,-0.99,499.99,288.18,500.58,288.73,500,288.85,0,0.01,0,0,0.01,"5,269,275.00",60.01,0.34,0,0,0,-1,496.02,286.16,496.49,286.55,496.2,286.2,"299,102.81","29,910,281.25",214.5,"116,082.92",357.72,"302,552.45",4.82,53.92,"1,428.16",14.49,56.64,42.14
7/2/2019 13:00,White,281.28,320.42,323.9,325.35,39.86,"15,179,945.39",60,304.97,279.84,49.23,275.44,-0.99,499.55,288.29,500.12,288.65,499.46,288.94,0,0.01,0,0,0.01,"5,269,275.00",60.01,0.34,0,0,0,-1,495.61,286.06,496.03,286.45,495.53,286.18,"299,102.81","29,910,281.25",220.15,"116,091.78",379.47,"302,573.41",4.63,53.79,"1,428.27",14.03,56.19,42.18
7/2/2019 14:00,White,279.99,323.91,326.33,328.09,41.21,"15,180,218.89",60,304.97,281.52,49.64,277.05,-0.98,498.27,287.95,498.75,288.11,498.22,288.6,0,0.01,0,0,0.01,"5,269,275.00",60.01,0.34,0,0,0,-1,495.09,285.87,494.94,285.77,495.06,285.57,"299,102.81","29,910,281.25",223.22,"116,100.66",381.08,"302,595.17",4.85,53.67,"1,428.38",14.18,56.33,42.14
7/2/2019 15:00,#d2e4b0,286.56,324.84,328.55,343.6,41.15,"15,180,499.50",60,304.97,286.69,49.55,282.3,-0.98,497.75,287.61,497.86,287.57,498.03,288.25,0,0.02,0,0,0.02,"5,269,275.00",60.01,0.34,0,0,0,-1,494.49,285.53,494.25,285.51,494.27,285.21,"299,102.81","29,910,281.25",214.29,"116,109.46",374.81,"302,617.37",4.68,53.54,"1,428.49",13.89,56.02,42.14
7/2/2019 16:00,White,280.8,313.51,323.83,335.81,44.93,"15,180,778.39",60,304.97,279.81,49.56,275.34,-0.98,498.07,287.28,498.01,287.46,497.96,287.91,0,0,0,0,0,"5,269,275.00",60.01,0.34,0,0,0,-1,493.94,285.17,493.71,285.17,493.71,284.85,"299,102.81","29,910,281.25",210.98,"116,118.20",367.57,"302,639.74",4.93,53.41,"1,428.60",13.84,55.97,42.16
7/2/2019 17:00,White,271.93,303.25,316.03,321.18,40.74,"15,181,049.78",60,304.97,270.64,53.82,265.13,-0.98,498.4,287.34,498.11,287.86,498.57,287.83,0,0.01,0,0,0.01,"5,269,275.00",60.01,0.34,0,0,0,-1,494.68,285.71,494.35,285.53,494.51,285.18,"299,102.81","29,910,281.25",207.58,"116,126.93",361.98,"302,661.46",5.05,53.29,"1,428.71",13.8,55.99,42.16
7/2/2019 18:00,#d2e4b0,224.49,252.16,244.21,258.03,32.24,"15,181,288.01",60,304.97,217.07,53.76,210.25,-0.97,498.65,287.98,498.67,288.27,498.55,288.25,0,0,0,0,0,"5,269,275.00",60.01,0.34,0,0,0,-1,494.86,286.2,494.45,285.4,494.84,285.19,"299,102.81","29,910,281.25",157.46,"116,134.40",270.55,"302,680.05",4.59,53.16,"1,428.82",13.95,56.1,42.15
7/2/2019 19:00,White,168.52,191.09,184.21,182.76,31.91,"15,181,470.97",60,304.97,161.6,42.11,155.94,-0.97,501.29,289.05,501.75,289.08,501.32,289.04,0,0.01,0,0,0.01,"5,269,275.00",60.01,0.34,0,0,0,-1,497.12,287.03,496.59,286.95,496.96,286.57,"299,102.81","29,910,281.25",114.57,"116,140.20",196.9,"302,695.12",1.01,53.04,"1,428.89",13.94,56.12,42.22
7/2/2019 20:00,White,152.45,181.27,170.16,170.83,31.72,"15,181,620.62",60,304.97,152,38.3,147.02,-0.97,503.88,290.38,503.7,290.3,503.51,290.2,0,0,0,0,0,"5,269,275.00",60.01,0.34,0,0,0,-1,499.99,288.78,499.41,288.58,499.59,288.09,"299,102.81","29,910,281.25",101.69,"116,144.43",192.06,"302,706.66",1,53.09,"1,428.81",12.76,55.02,42.29
7/2/2019 21:00,#d2e4b0,143.69,169.73,159.61,156,34.02,"15,181,764.88",60,304.97,141.23,33.29,137.18,-0.97,504.2,290.75,504.21,290.86,503.74,291.04,0,0.01,0,0,0.01,"5,269,275.00",60.01,0.34,0,0,0,-1,500.15,288.82,499.62,288.61,499.6,288.21,"299,102.81","29,910,281.25",50.6,"116,148.02",110.53,"302,717.02",1,53.21,"1,428.73",10.07,52.2,42.14
7/2/2019 22:00,White,130.1,157.4,144.84,147.34,31.19,"15,181,893.90",60,304.97,130.44,29.63,127.05,-0.97,502.66,289.92,502.61,290.29,502.43,290.05,0,0.03,0,0,0.03,"5,269,275.00",60.01,0.34,0,0,0,-1,498.46,287.86,498.13,287.77,498.03,287.18,"299,102.81","29,910,281.25",12.63,"116,149.45",29.01,"302,719.85",1,53.34,"1,428.64",10.32,52.59,42.26
7/2/2019 23:00,White,128.75,155.95,142.47,142.42,34,"15,182,020.53",60,304.97,127.76,29.26,124.33,-0.97,501.99,289.42,502.25,289.85,502.04,289.6,0,0.02,0,0,0.02,"5,269,275.00",60.01,0.34,0,0,0,-1,497.72,287.28,497.51,287.16,497.04,286.59,"299,102.81","29,910,281.25",13.58,"116,149.98",27.92,"302,721.36",1,53.46,"1,428.56",11.72,54.05,42.38
7/3/2019 0:00,#d2e4b0,123.81,150.78,138.64,136.22,34.44,"15,182,141.79",60,304.97,123.71,29.55,120.14,-0.97,503.34,290.04,503.76,290.51,503.65,290.28,0,0,0,0,0,"5,269,275.00",60.02,0.34,0,0,0,-1,499.15,288.23,498.92,288.08,498.63,287.6,"299,102.81","29,910,281.25",11.18,"116,150.50",22.49,"302,722.88",1,53.59,"1,428.48",11.87,55.28,43.4
7/3/2019 1:00,White,109.74,131.39,120.01,118.05,33.32,"15,182,253.82",60,304.97,107.73,28.64,103.77,-0.96,504.62,290.66,504.91,291.16,504.66,290.97,0,0,0,0,0,"5,269,275.00",59.93,0.34,0,0,0,-1,499.6,288.31,499.41,288.58,499.09,288.08,"299,102.81","29,910,281.25",12.18,"116,151.03",22.7,"302,724.40",1,53.71,"1,428.39",12.88,55.94,43.06
7/3/2019 2:00,White,100.56,122.73,111.84,108.71,31.22,"15,182,353.33",60,304.97,100.04,27.87,96.02,-0.96,504.6,290.94,504.93,291.48,504.48,291.32,0,0,0,0,0,"5,269,275.00",60.01,0.34,0,0,0,-1,500.02,288.73,500.25,288.98,499.92,288.61,"299,102.81","29,910,281.25",14.17,"116,151.56",25.52,"302,725.91",1,53.84,"1,428.31",13.28,55.86,42.56
7/3/2019 3:00,#d2e4b0,98.26,122.07,111.8,106.84,30.7,"15,182,449.08",60,304.97,98.45,26.13,94.86,-0.96,500.89,288.99,501.33,289.31,500.5,289.46,0,0.02,0,0,0.02,"5,269,275.00",60.01,0.34,0,0,0,-1,496.12,286.33,496.11,286.58,495.87,286.26,"299,102.81","29,910,281.25",14.04,"116,152.09",25.01,"302,727.43",1.11,53.96,"1,428.24",13.46,55.69,42.23
7/3/2019 4:00,White,98.94,122.73,111.21,107.38,31.45,"15,182,544.08",59.99,304.97,98.44,25.54,95.03,-0.97,499.53,288.09,500.07,288.5,499.28,288.6,0,0,0,0,0,"5,269,275.00",60,0.34,0,0,0,-1,495.03,285.59,495.39,286.11,495.16,285.77,"299,102.81","29,910,281.25",12.54,"116,152.62",23.76,"302,728.95",1.28,54,"1,428.23",12.67,54.94,42.23
7/3/2019 5:00,White,100.38,124.23,112.8,110.89,32.97,"15,182,640.08",59.99,304.97,100.45,26.43,96.88,-0.97,499.42,287.81,499.75,288.47,499.65,288.35,0,0.01,0,0,0.01,"5,269,275.00",59.84,0.34,0,0,0,-1,494.02,285.06,493.97,285.41,493.78,285.09,"299,102.81","29,910,281.25",10.88,"116,153.17",22.26,"302,730.47",1.46,54,"1,428.21",11.75,54.02,42.23
7/3/2019 6:00,#d2e4b0,97.6,122.47,112.04,106.08,32.92,"15,182,735.21",59.99,304.97,98.17,26.55,94.47,-0.96,499.08,287.49,499.3,288.34,499.31,288.1,0,0.01,0,0,0.01,"5,269,275.00",59.92,0.34,0,0,0,-1,494.03,284.87,493.99,285.2,493.75,285.12,"299,102.81","29,910,281.25",10.48,"116,153.98",18.86,"302,732.03",1.64,54,"1,428.19",13.23,55.6,42.4
7/3/2019 7:00,White,105.65,132.84,126.04,114.01,33.47,"15,182,832.94",60,304.97,107.46,28.55,103.55,-0.96,499.22,288.19,499.53,288.37,499.24,288.41,0,0,0,0,0,"5,269,275.00",60,0.34,0,0,0,-1,494.81,285.71,494.86,285.67,494.99,285.58,"299,102.81","29,910,281.25",16.58,"116,154.85",28.1,"302,733.59",1.81,54,"1,428.17",13.7,56.37,42.67
7/3/2019 8:00,White,155.33,197.04,184.3,180.05,36.44,"15,182,963.35",60,304.97,161.16,35.79,157.07,-0.97,496.93,286.75,497.25,287.04,496.96,287.19,0,0,0,0,0,"5,269,275.00",59.93,0.34,0,0,0,-0.99,492.27,284.27,492.06,283.99,492.08,284.08,"299,102.81","29,910,281.25",122.34,"116,157.23",235.97,"302,742.24",3.44,54,"1,428.16",11.93,55.28,43.34
7/3/2019 9:00,#d2e4b0,180.78,228.65,215.2,209.95,36.02,"15,183,130.80",60,304.97,186.84,38.01,182.81,-0.98,494.17,285.19,494.62,285.72,494.3,285.83,0,0,0,0,0,"5,269,275.00",60.01,0.34,0.01,-0.01,0,-0.99,489.96,283.52,490.16,283.07,490.41,283.04,"299,102.81","29,910,281.25",150.65,"116,163.48",245.89,"302,756.56",5.32,54,"1,428.14",14.62,56.56,41.95
7/3/2019 10:00,White,234.97,279.78,287.3,273.62,43.43,"15,183,342.83",60,304.97,239.27,40.35,235.8,-0.99,492.75,284.44,493.1,284.49,493.19,285.35,0,0,0,0,0,"5,269,275.00",60,0.34,0,0,0,-1,489.29,282.7,488.87,282.25,489.04,282.33,"299,102.81","29,910,281.25",248.88,"116,171.29",400.56,"302,775.55",5.78,54,"1,428.12",14.59,56.54,41.94
7/3/2019 11:00,White,259.35,307.96,311.63,306.64,43,"15,183,588.04",60,304.97,263.82,44.22,260.01,-0.99,492.73,283.98,493.24,284.21,492.87,285.13,0,0,0,0,0,"5,269,275.00",59.99,0.34,0,0,0,-1,489.57,282.78,489.27,282.5,489.48,282.47,"299,102.81","29,910,281.25",226.08,"116,180.27",399.76,"302,797.59",3.78,53.99,"1,428.04",13.78,55.74,41.96
7/3/2019 12:00,#d2e4b0,283.79,336.99,337.72,330.87,42.02,"15,183,861.38",60,304.97,285.69,49.17,281.39,-0.99,492.48,283.64,492.94,284.41,492.68,284.9,0,0.01,0,0,0.01,"5,269,275.00",59.99,0.34,0,0,0,-1,488.59,282.36,488.04,281.93,488.21,281.73,"299,102.81","29,910,281.25",233.22,"116,189.90",385.41,"302,820.97",3.77,53.84,"1,427.89",14.62,56.56,41.93
